t,x,vx,ax,y,vy,ay,z,vz,az,roll,wx,alphax,pitch,wy,alphay,yaw,wz,alphaz
6.90999430192356,0.00131172562511957,0.00202300018176796,0.00204075525576847,0.00131172111113832,0.00202297929677068,0.00204066976778883,0,0,0,0,0,0,0,0,0,-5.16191379473785e-06,-1.59219827607392e-05,-4.06180853582161e-05
6.91999427209069,0.00133205776169454,0.00204345505501209,0.00205022954482842,0.00133205303453849,0.00204343329977906,0.00205014096965736,0,0,0,0,0,0,0,0,0,-5.32317771961832e-06,-1.63322714753905e-05,-4.14419128045773e-05
6.92999424225783,0.00135259491989808,0.00206400460928682,0.00205969151906736,0.001352589970709,0.00206398195247794,0.00205959976266273,0,0,0,0,0,0,0,0,0,-5.48858591198353e-06,-1.67508589221324e-05,-4.22778549266405e-05
6.93999421242497,0.00137333804592201,0.00208464872146489,0.00206914118259751,0.00137333286552351,0.00208462513078799,0.00206904614858418,0,0,0,0,0,0,0,0,0,-5.65822196652022e-06,-1.71778667933522e-05,-4.31260209764815e-05
6.94999418259211,0.00139428808472709,0.00210538726846006,0.00207857853951622,0.00139428266361499,0.0021053627106474,0.0020784801291415,0,0,0,0,0,0,0,0,0,-5.83217070015962e-06,-1.76134178755367e-05,-4.398652052234e-05
6.95999415275925,0.00141544598004339,0.00212622012722702,0.00208800359390581,0.00141544030837588,0.00212619456801125,0.00208790170599424,0,0,0,0,0,0,0,0,0,-6.01051816317977e-06,-1.8057636052424e-05,-4.4859463446411e-05
6.96999412292639,0.00143681267437078,0.00214714717476118,0.00209741634983333,0.00143680674195826,0.0021471205788509,0.00209731088074097,0,0,0,0,0,0,0,0,0,-6.19335165041868e-06,-1.85106463081308e-05,-4.57449599426464e-05
6.97999409309353,0.00145838910897927,0.00216816828809858,0.00210681681135038,0.001458382905274,0.0021681406191534,0.00210670765491842,0,0,0,0,0,0,0,0,0,-6.38075971193253e-06,-1.89725747302601e-05,-4.66431205145663e-05
6.98999406326067,0.00148017622390942,0.00218928334431565,0.00211620498249289,0.00148016973799493,0.00218925456492085,0.0021160920300007,0,0,0,0,0,0,0,0,0,-6.57283216398685e-06,-1.9443548512985e-05,-4.75540559730729e-05
6.99999403342781,0.00150217495797279,0.00221049222052915,0.00212558086728095,0.00150216817855297,0.00221046229216977,0.00212546400739851,0,0,0,0,0,0,0,0,0,-6.76966010071389e-06,-1.99236959601123e-05,-4.84778774342725e-05
7.00999400359495,0.0015243862487523,0.00223179479389591,0.00213494446971858,0.00152437916414027,0.00223176367693048,0.00213482358845828,0,0,0,0,0,0,0,0,0,-6.97133590454868e-06,-2.04131464881234e-05,-4.94146963173102e-05
